county,population,asthma,smoking
Gulf FL,16164,8.8,22.8
Warren GA,5251,11.4,22.7
Grenada MS,21055,10.8,22.7
Fayette AL,16433,10.8,22.7
Washington KY,12084,10.8,22.7
Washington GA,20386,10.7,22.7
Juniata PA,24704,10.6,22.7
Bullitt KY,81069,10.6,22.7
Cleveland NC,97645,10.6,22.7
Treutlen GA,6809,10.4,22.7
Amite MS,12326,10.4,22.7
Vermilion IL,76806,10.3,22.7
Bibb AL,22400,10.3,22.7
Jasper MO,120636,9.9,22.7
Stark OH,371574,9.7,22.7
Darke OH,51323,9.6,22.7
Wyandot OH,21935,9.6,22.7
Hale AL,14726,11.9,22.6
Oswego NY,117898,11.7,22.6
Genesee MI,406892,11.5,22.6
Franklin NY,50293,11.5,22.6
Pickens AL,19938,11.3,22.6
Seneca NY,34300,11,22.6
Lamar AL,13844,10.8,22.6
Delaware IN,114772,10.8,22.6
Jackson AL,51736,10.8,22.6
Jasper MS,16428,10.7,22.6
Marion AL,29763,10.6,22.6
Dallas AR,7182,10.6,22.6
Screven GA,13938,10.6,22.6
Wilkinson GA,9036,10.5,22.6
Hardin IL,3910,10.4,22.6
Prairie AR,8074,10.2,22.6
Bristol VA,16482,10.1,22.6
Vernon MO,20528,10.1,22.6
Franklin IN,22736,10.1,22.6
Maries MO,8769,10,22.6
Mountrail ND,10218,9.9,22.6
Pointe Coupee LA,21940,9.9,22.6
Laurens SC,66994,9.9,22.6
Buchanan MO,88571,9.9,22.6
Linn MO,12037,9.8,22.6
Moniteau MO,16121,9.7,22.6
Van Wert OH,28281,9.5,22.6
Clearwater MN,8810,9.4,22.6
Early GA,10247,11.3,22.5
Newaygo MI,48892,10.8,22.5
Creek OK,71604,10.8,22.5
Tuscola MI,52516,10.8,22.5
Oceana MI,26625,10.7,22.5
Gogebic MI,15096,10.6,22.5
Drew AR,18328,10.5,22.5
Jefferson KY,770517,10.5,22.5
Upson GA,26215,10.5,22.5
Clearfield PA,79388,10.4,22.5
Roberts SD,10447,10.4,22.5
Montgomery TN,205950,10.3,22.5
Lawrence MS,12455,10.2,22.5
Monroe MS,35564,10.2,22.5
Jasper SC,28971,10.1,22.5
Patrick VA,17673,10,22.5
Sullivan MO,6221,9.9,22.5
McDowell NC,45507,9.9,22.5
Champaign OH,38754,9.7,22.5
Belmont OH,67505,9.6,22.5
Izard AR,13593,9.6,22.5
Washington ME,31490,12,22.4
Chemung NY,84254,11.6,22.4
McDuffie GA,21531,10.9,22.4
Attala MS,18365,10.7,22.4
Hampton SC,19351,10.6,22.4
Tillman OK,7348,10.4,22.4
Surry NC,71948,10.3,22.4
Vanderburgh IN,180974,10.3,22.4
Wabash IN,31280,10.2,22.4
Crawford GA,12318,10.1,22.4
Dodge GA,20705,10.1,22.4
Huntington IN,36240,10.1,22.4
Marion MO,28592,10.1,22.4
Clinton IN,32250,10.1,22.4
St. James LA,21037,10,22.4
Franklin GA,23023,10,22.4
Gibson IN,33452,9.9,22.4
Gordon GA,57685,9.8,22.4
Pope AR,64000,9.8,22.4
Perry MO,19150,9.8,22.4
Haralson GA,29533,9.7,22.4
Sandusky OH,58799,9.6,22.4
Summit OH,541918,9.5,22.4
Southeast Fairbanks AK,6918,9.4,22.4
Cattaraugus NY,76840,12.2,22.3
Hertford NC,23659,11.4,22.3
Greenup KY,35268,11.4,22.3
Tallapoosa AL,40497,11,22.3
Murray OK,13953,10.8,22.3
Cumberland NJ,150972,10.7,22.3
Lincoln OK,34920,10.7,22.3
Hoonah-Angoon AK,2151,10.6,22.3
Turner GA,7912,10.6,22.3
Venango PA,51266,10.5,22.3
Jefferson PA,43641,10.5,22.3
Fulton PA,14523,10.4,22.3
Ware GA,35680,10.3,22.3
Montgomery NC,27271,10.3,22.3
Smith MS,16002,10.2,22.3
Franklin MS,7788,10.2,22.3
Heard GA,11879,10,22.3
Spencer IN,20327,10,22.3
Clark IN,117360,10,22.3
DeKalb IN,43226,10,22.3
Polk GA,42470,9.9,22.3
Gentry MO,6628,9.8,22.3
Wythe VA,28754,9.6,22.3
Plaquemines LA,23410,9.3,22.3
Russell AL,57781,11.3,22.2
St. Clair MI,159337,11.1,22.2
Montmorency MI,9265,10.8,22.2
Fayette PA,130441,10.8,22.2
Wyoming NY,40085,10.8,22.2
Iosco MI,25081,10.7,22.2
Marshall OK,16806,10.7,22.2
Boyle KY,30100,10.7,22.2
Madison TN,97605,10.6,22.2
Shelby TX,25418,10.5,22.2
Brooks GA,15513,10.5,22.2
Marshall AL,96109,10.5,22.2
Meade KY,28715,10.4,22.2
Newton TX,13746,10.3,22.2
Rutherford NC,66826,10.3,22.2
Elkhart IN,205560,10.3,22.2
Houston TX,23169,10.2,22.2
Choctaw MS,8278,10.2,22.2
Ripley IN,28523,10.1,22.2
Montgomery IN,38346,10,22.2
Cherokee SC,57078,10,22.2
Saline MO,22895,10,22.2
Newton MO,58266,9.9,22.2
Long GA,18998,9.9,22.2
Decatur IN,26794,9.9,22.2
Burke NC,90382,9.9,22.2
Ray MO,22883,9.8,22.2
Bath VA,4292,9.7,22.2
Campbell WY,46140,9.4,22.2
Calcasieu LA,203112,9.4,22.2
Navajo AZ,110445,12.8,22.1
Piscataquis ME,16800,11.4,22.1
Martin NC,22671,10.9,22.1
Copiah MS,28543,10.8,22.1
Webster GA,2611,10.6,22.1
Etowah AL,102501,10.6,22.1
Caswell NC,22698,10.4,22.1
Worth GA,20299,10.4,22.1
Grady GA,24748,10.4,22.1
Roane TN,53140,10.4,22.1
Somerset PA,73952,10.3,22.1
Clarke MS,15604,10.3,22.1
Greene PA,36506,10.3,22.1
Montgomery KS,32120,10.3,22.1
Musselshell MT,4651,10.2,22.1
Blount AL,57840,10.2,22.1
Roanoke City VA,99920,10.1,22.1
Greene IL,13044,10,22.1
Lewis MO,9855,10,22.1
West Baton Rouge LA,26427,9.6,22.1
Chautauqua NY,127939,11.5,22
Chambers AL,33615,11.1,22
Warren NC,19807,11,22
Crenshaw AL,13824,11,22
Brooke WV,22203,10.9,22
Wayne MS,20298,10.7,22
Hardin KY,110356,10.6,22
Marshall MS,35451,10.5,22
McKean PA,40968,10.5,22
Love OK,10134,10.4,22
Alger MI,9097,10.4,22
Franklin AL,31363,10.4,22
Mecklenburg VA,30650,10.4,22
Massac IL,14080,10.4,22
Mineral NV,4514,10.4,22
Blair PA,122492,10.3,22
Allen IN,375351,10.3,22
Marion IL,37620,10.2,22
Wells IN,28206,10.1,22
Yadkin NC,37543,10,22
Deer Lodge MT,9131,10,22
Gaston NC,222846,10,22
Warren MO,34711,9.9,22
Clark WI,34709,9.9,22
Liberty TX,86323,9.9,22
Alleghany VA,14910,9.8,22
Covington VA,5460,9.8,22
Shelby MO,6050,9.8,22
Lonoke AR,73657,9.7,22
Craighead AR,108558,9.7,22
Cleburne AR,24965,9.7,22
Anderson TX,58057,9.3,22
Bent CO,5882,9.2,22
Brown IL,6556,9.2,22
Mackinac MI,10787,11.2,21.9
Meriwether GA,21068,10.9,21.9
Crawford PA,85063,10.8,21.9
Carter OK,48177,10.8,21.9
Pontotoc OK,38247,10.8,21.9
Pulaski GA,11069,10.8,21.9
Covington AL,36986,10.8,21.9
Blaine OK,9485,10.7,21.9
Roscommon MI,23884,10.7,21.9
Bristol Bay AK,877,10.7,21.9
Kay OK,44161,10.6,21.9
Montgomery MS,10023,10.5,21.9
Livingston MO,15146,10.4,21.9
Caddo LA,242922,10.3,21.9
Lincoln MS,34205,10.2,21.9
Hart GA,26099,10.2,21.9
Pike IL,15611,10.1,21.9
Dearborn IN,49568,10.1,21.9
Putnam IN,37779,9.9,21.9
Macon MO,15153,9.8,21.9
Walker GA,69410,9.8,21.9
Ashland OH,53745,9.7,21.9
Richmond VA,9038,9.5,21.9
Elko NV,52460,9.3,21.9
Quitman GA,2279,11.1,21.8
Martinsville VA,12902,10.9,21.8
Marion IN,954670,10.9,21.8
Greene NY,47491,10.8,21.8
Anderson KY,22663,10.8,21.8
Barnwell SC,21112,10.8,21.8
Decatur GA,26575,10.7,21.8
Mohave AZ,209550,10.6,21.8
Fayette TN,40507,10.5,21.8
Athens OH,65818,10.5,21.8
Potter PA,16622,10.5,21.8
Gadsden FL,45894,10.5,21.8
Cherokee AL,26032,10.4,21.8
Northumberland PA,91083,10.4,21.8
Linn KS,9750,10.3,21.8
Hall TX,3028,10.3,21.8
Rockingham NC,90690,10.3,21.8
Randolph NC,143351,10,21.8
White IN,24133,10,21.8
Polk MO,32201,10,21.8
Fulton IL,34844,9.9,21.8
San Jacinto TX,28719,9.9,21.8
Pierce GA,19389,9.8,21.8
Clermont OH,205466,9.5,21.8
Defiance OH,38165,9.3,21.8
Wakulla FL,32461,8.9,21.8
Aleutians East AK,3515,7.8,21.8
Wayne NY,90064,11.7,21.7
Marengo AL,19066,11.5,21.7
Mecosta MI,43545,10.9,21.7
Alpena MI,28360,10.6,21.7
Elbert GA,19120,10.5,21.7
Bedford PA,48176,10.4,21.7
Liberty MT,2430,10.4,21.7
Marion GA,8351,10.4,21.7
Wilson KS,8665,10.4,21.7
Armstrong PA,65263,10.4,21.7
Cullman AL,83442,10.3,21.7
Accomack VA,32412,10.3,21.7
Maury TN,94340,10.3,21.7
Perry PA,46139,10.3,21.7
Yalobusha MS,12392,10.3,21.7
Kenedy TX,442,10.2,21.7
Lyon KY,8009,10.2,21.7
Taney MO,55852,10.1,21.7
Ellis OK,3952,10.1,21.7
Carroll IN,20127,10,21.7
Sanders MT,11844,10,21.7
Knox MO,3947,9.9,21.7
Ohio IN,5844,9.9,21.7
Ralls MO,10212,9.7,21.7
Putnam MO,4757,9.7,21.7
Gaines TX,20901,9.7,21.7
Carroll VA,29636,9.6,21.7
Juneau WI,26617,9.5,21.7
Grant AR,18188,9.5,21.7
Auglaize OH,45804,9.2,21.7
Montgomery NY,49455,12,21.6
Philadelphia PA,1584138,11.7,21.6
Marion SC,31039,11.1,21.6
Talbot GA,6272,10.9,21.6
Fairfield SC,22402,10.8,21.6
Houston AL,104722,10.8,21.6
Clay MS,19386,10.8,21.6
Charles City VA,6941,10.8,21.6
Randolph AL,22725,10.8,21.6
Wilkes GA,9876,10.7,21.6
Falls TX,17335,10.5,21.6
Union SC,27410,10.4,21.6
Wagoner OK,80110,10.4,21.6
Union AR,39126,10.4,21.6
Tioga PA,40763,10.4,21.6
Schuylkill PA,142067,10.3,21.6
Cumberland VA,9809,10.2,21.6
Jefferson IL,37820,10.1,21.6
Harrison MS,206650,10,21.6
Kosciusko IN,79344,10,21.6
Mahoning OH,229642,10,21.6
Jasper TX,35872,10,21.6
Montgomery IL,28601,9.9,21.6
Jasper IN,33370,9.9,21.6
Ste. Genevieve MO,17888,9.7,21.6
Jackson WI,20478,9.7,21.6
Lander NV,5575,9.5,21.6
Jack TX,8843,9.3,21.6
Cayuga NY,77145,11.6,21.5
Genesee NY,57511,11.2,21.5
Chenango NY,47536,11,21.5
Wilson NC,81455,10.8,21.5
Van Buren MI,75448,10.7,21.5
Henry AL,17209,10.7,21.5
Nelson KY,45851,10.7,21.5
Clarendon SC,33700,10.6,21.5
Crawford MI,13901,10.6,21.5
Cherokee KS,20015,10.5,21.5
Marshall KY,31191,10.3,21.5
Daviess KY,101104,10.2,21.5
Sawyer WI,16489,10.1,21.5
Macomb MI,874759,10.1,21.5
St. John the Baptist LA,43184,9.9,21.5
Pearl River MS,55387,9.7,21.5
Clinton MO,20470,9.6,21.5
Avery NC,17505,9.6,21.5
Natrona WY,79115,9.3,21.5
Powell MT,6968,9.1,21.5
Niagara NY,210433,11.6,21.4
Butler AL,19680,11.4,21.4
Choctaw AL,12841,11.4,21.4
Baltimore City MD,602495,11.2,21.4
Jackson MI,158823,10.9,21.4
Clarion PA,38779,10.5,21.4
Spalding GA,66100,10.5,21.4
Labette KS,19964,10.4,21.4
Kearny KS,3943,10.3,21.4
Wrangell AK,2503,10.1,21.4
Wheatland MT,2236,10.1,21.4
Ashland WI,15600,10.1,21.4
Knox IL,50112,10,21.4
Mason IL,13565,10,21.4
Steuben IN,34586,10,21.4
Johnson IL,12456,9.9,21.4
Cumberland IL,10808,9.9,21.4
Cass IL,12260,9.9,21.4
Benton MO,19278,9.9,21.4
Shawano WI,40796,9.8,21.4
Madison GA,29650,9.8,21.4
Yancey NC,17903,9.8,21.4
Wayne OH,115967,9.8,21.4
Knox OH,61893,9.5,21.4
Pine MN,29483,8.7,21.4
Danville VA,40693,10.9,21.3
Warren KY,131264,10.8,21.3
Jessamine KY,53920,10.6,21.3
Trigg KY,14643,10.5,21.3
Marion TX,9928,10.4,21.3
Tate MS,28759,10.3,21.3
Wayne NC,123248,10.3,21.3
Colleton SC,37660,10.3,21.3
Niobrara WY,2388,10.3,21.3
Person NC,39507,10.3,21.3
Carbon PA,64227,10.2,21.3
Forest WI,8991,10.2,21.3
Carroll MS,9911,9.9,21.3
Beckham OK,21709,9.9,21.3
Grundy MO,9914,9.8,21.3
Bartow GA,106408,9.6,21.3
Bay FL,185287,9.1,21.3
Carbon WY,14971,9,21.3
Pershing NV,6666,8.7,21.3
Isabella MI,70562,11.5,21.2
Dougherty GA,91243,11.4,21.2
Delta MI,35857,10.5,21.2
Lake MT,30250,10.5,21.2
Comanche OK,120422,10.4,21.2
Troup GA,70034,10.4,21.2
Haskell KS,3997,10.4,21.2
Cottle TX,1389,10.3,21.2
Cameron PA,4492,10.3,21.2
Bourbon KS,14653,10.2,21.2
Halifax VA,34120,10.2,21.2
Roger Mills OK,3656,10.1,21.2
Davidson NC,166614,10,21.2
Howard MO,10137,10,21.2
Clay IL,13253,10,21.2
White IL,13665,9.9,21.2
Warren IN,8263,9.8,21.2
Stokes NC,45467,9.8,21.2
Stanly NC,62075,9.8,21.2
Franklin MO,103670,9.6,21.2
Woodward OK,20222,9.6,21.2
Nye NV,45346,9.5,21.2
Hudspeth TX,4795,9.2,21.2
Lafayette LA,242782,9.2,21.2
Mercer OH,40959,9.1,21.2
Butte SD,10222,9,21.2
Jones TX,19817,8.9,21.2
Santa Rosa FL,179349,8.7,21.2
Franklin City VA,8013,11,21.1
Malheur OR,30725,11,21.1
Richmond GA,201554,10.6,21.1
Shoshone ID,12796,10.5,21.1
Snyder PA,40540,10.5,21.1
Huntingdon PA,45168,10.3,21.1
Wyoming PA,27046,10.2,21.1
Pittsylvania VA,60949,10.2,21.1
Dewey OK,4894,10.2,21.1
St. Clair AL,88690,10.1,21.1
Lauderdale MS,75317,10.1,21.1
Douglas IL,19479,10,21.1
Union IL,16841,10,21.1
Appomattox VA,15841,9.9,21.1
Limestone TX,23519,9.9,21.1
Oglethorpe GA,15054,9.9,21.1
Rusk WI,14147,9.8,21.1
Polk TX,50031,9.7,21.1
Schuyler IL,6907,9.7,21.1
Lafayette MO,32598,9.6,21.1
Miami OH,106222,9.4,21.1
Dawson TX,12619,9.2,21.1
McKenzie ND,13632,9.1,21.1
Walton FL,71375,8.9,21.1
Morrison MN,33169,8.6,21.1
Shelby TN,935764,11.3,21
Calhoun MI,134487,10.7,21
Stephens OK,43265,10.6,21
Jefferson WV,56811,10.6,21
Cambria PA,131730,10.5,21
Lapeer MI,88028,10.5,21
Susquehanna PA,40589,10.3,21
Washington TN,128607,10.2,21
Floyd IN,77781,10,21
Wayne IL,16332,10,21
Stark IL,5427,9.9,21
Montgomery OH,532331,9.7,21
Cooper MO,17603,9.7,21
Jefferson MO,224347,9.6,21
Lincoln NC,83770,9.6,21
Adams WI,20348,9.6,21
Taylor WI,20412,9.5,21
Haskell TX,5813,9.5,21
Johnson IN,156225,9.4,21
Henry OH,27086,9.2,21
Loving TX,152,9.2,21
Kanabec MN,16207,8.8,21
Aroostook ME,67111,12,20.9
Androscoggin ME,107679,11.5,20.9
Sumter GA,29733,10.9,20.9
Clinton PA,38684,10.6,20.9
Baldwin GA,44823,10.5,20.9
San Augustine TX,8232,10.4,20.9
Tift GA,40571,10.3,20.9
Forrest MS,75036,10.3,20.9
Portsmouth VA,94632,10.3,20.9
Bradford PA,60833,10.3,20.9
Chautauqua KS,3309,10.3,20.9
Barry MI,61157,10.2,20.9
Red River TX,12175,10.2,20.9
Schley GA,5236,10.2,20.9
Davidson TN,692587,10.1,20.9
Dinwiddie VA,28529,10.1,20.9
Lee MS,85202,10,20.9
Montgomery GA,9193,10,20.9
Hamilton KS,2607,9.9,20.9
Posey IN,25540,9.9,20.9
Tipton IN,15128,9.8,20.9
Callaway MO,44889,9.7,20.9
Grimes TX,28360,9.7,20.9
Stephens TX,9433,9.5,20.9
Pulaski VA,34066,9.4,20.9
Wapello IA,35205,9.1,20.9
Wayne IA,6401,9.1,20.9
Jefferson OR,24192,11.6,20.8
Kennebec ME,122083,11.3,20.8
Lewis NY,26447,10.8,20.8
Cheboygan MI,25413,10.7,20.8
Iron MI,11117,10.6,20.8
Lawrence PA,86184,10.5,20.8
Colbert AL,54762,10.5,20.8
Dale AL,48956,10.4,20.8
Menominee MI,22983,10.4,20.8
Blount TN,131349,10.3,20.8
Atchison KS,16193,10.3,20.8
Abbeville SC,24541,10.2,20.8
Sullivan PA,6071,10.2,20.8
Rogers OK,91984,10.2,20.8
Lowndes MS,58930,10.1,20.8
Christian IL,32661,9.9,20.8
Ford IL,13264,9.9,20.8
King and Queen VA,7042,9.9,20.8
Clark IL,15596,9.8,20.8
Worth MO,2040,9.7,20.8
Crawford IL,18807,9.7,20.8
Jefferson FL,14288,9.7,20.8
Garland AR,99154,9.7,20.8
Cochran TX,2836,9.6,20.8
Kenai Peninsula AK,58533,9.5,20.8
Washington VA,54402,9.5,20.8
Fairfield OH,155782,9.4,20.8
Humboldt NV,16786,9.2,20.8
White Pine NV,9475,9,20.8
Clinton NY,80695,12.1,20.7
Penobscot ME,151096,12,20.7
Josephine OR,87393,11.4,20.7
Berrien MI,154141,10.7,20.7
Shelby KY,48518,10.6,20.7
Huron MI,31166,10.6,20.7
Chouteau MT,5745,10.5,20.7
Mercer PA,110683,10.4,20.7
Lake IN,484411,10.2,20.7
Pondera MT,5972,10.2,20.7
Coffee AL,51909,10.2,20.7
Putnam WV,56682,10.1,20.7
Mineral MT,4316,9.8,20.7
Scott IL,4926,9.8,20.7
Jackson MO,700307,9.7,20.7
LaSalle IL,109430,9.7,20.7
Swisher TX,7462,9.5,20.7
Erie OH,74615,9.5,20.7
Fulton OH,42276,9.4,20.7
Carroll AR,28223,9.4,20.7
Kidder ND,2450,9,20.7
Hernando FL,190865,9,20.7
Lake OR,7879,11.2,20.6
Schoharie NY,31097,10.9,20.6
Warren MS,46176,10.6,20.6
Caroline MD,33304,10.6,20.6
Indiana PA,84501,10.5,20.6
Chowan NC,14029,10.4,20.6
Lycoming PA,113664,10.2,20.6
Franklin NC,67560,10.1,20.6
Spencer KY,18794,10.1,20.6
Miller GA,5686,10.1,20.6
Moultrie IL,14717,10,20.6
Livingston IL,35761,9.9,20.6
Harnett NC,134214,9.9,20.6
Norfolk VA,244076,9.9,20.6
Stone MO,31749,9.8,20.6
Williamson IL,67056,9.8,20.6
Amelia VA,13013,9.8,20.6
Shelby IL,21741,9.7,20.6
Orange TX,83572,9.6,20.6
Holt MO,4404,9.6,20.6
Chariton MO,7451,9.6,20.6
Baxter AR,41619,9.6,20.6
Uinta WY,20299,9.6,20.6
Butler OH,382378,9.5,20.6
Giles VA,16844,9.3,20.6
Wadena MN,13773,9,20.6
Monroe IA,7790,9,20.6
Nobles MN,21924,8.6,20.6
Carlton MN,35837,8.5,20.6
Sumter AL,12691,12.2,20.5
Delaware NY,44527,10.8,20.5
Richmond City VA,228783,10.7,20.5
Thomas GA,44448,10.4,20.5
Shiawassee MI,68192,10.4,20.5
Seminole GA,8315,10.3,20.5
Lamar GA,19000,10.2,20.5
Lincoln GA,7915,10.1,20.5
Cass TX,30119,10.1,20.5
Granville NC,60115,10,20.5
Lee NC,61452,10,20.5
Matanuska-Susitna AK,107610,10,20.5
Navarro TX,49565,9.9,20.5
Grady OK,55551,9.9,20.5
Southampton VA,17586,9.9,20.5
Barber KS,4472,9.9,20.5
Bond IL,16630,9.8,20.5
Dubois IN,42565,9.8,20.5
Freestone TX,19808,9.8,20.5
Henderson TX,82299,9.8,20.5
Louisa VA,36778,9.7,20.5
Fremont CO,48021,9.7,20.5
Coryell TX,74808,9.7,20.5
Washington AR,236961,9.6,20.5
Marinette WI,40434,9.5,20.5
Esmeralda NV,826,9.5,20.5
Porter IN,169594,9.4,20.5
Barrow GA,80809,9.3,20.5
Warren VA,40003,9.3,20.5
Alfalfa OK,5754,9.2,20.5
Oxford ME,57618,11.2,20.4
Calhoun AL,114277,11.1,20.4
Schuyler NY,17912,11.1,20.4
Saginaw MI,190800,10.9,20.4
Cass MI,51653,10.6,20.4
Benewah ID,9226,10.5,20.4
Otsego MI,24665,10.4,20.4
Presque Isle MI,12738,10.3,20.4
Baker GA,3092,10.3,20.4
Allegan MI,117327,10.2,20.4
Lamar TX,49728,10.2,20.4
Sumner TN,187149,10.1,20.4
Rowan NC,141262,10.1,20.4
Noble OK,11289,10.1,20.4
Warren PA,39498,10.1,20.4
Cowley KS,35218,10,20.4
Washita OK,11127,9.9,20.4
Sabine TX,10589,9.9,20.4
Richland IL,15763,9.9,20.4
Lyon NV,55808,9.7,20.4
Waynesboro VA,22628,9.7,20.4
Edgar IL,17360,9.7,20.4
Johnston NC,202675,9.7,20.4
Mercer MO,3641,9.5,20.4
Texas OK,20455,9.4,20.4
Osage MO,13714,9.3,20.4
Des Moines IA,39138,9,20.4
Garza TX,6578,8.6,20.4
Aleutians West AK,5723,7.5,20.4
Klamath OR,67653,11.6,20.3
Allegany NY,46430,11.2,20.3
Madison KY,92368,11.1,20.3
Williamsburg SC,30606,11.1,20.3
Umatilla OR,77516,11.1,20.3
St. Joseph IN,270771,10.6,20.3
Ontonagon MI,5795,10.4,20.3
Pasquotank NC,39639,10.4,20.3
Lenawee MI,98266,10.4,20.3
Mason MI,29100,10.3,20.3
Surry VA,6474,10.2,20.3
Perquimans NC,13422,10.2,20.3
Kenton KY,166051,10.1,20.3
Faulkner AR,124806,10,20.3
Floyd GA,97927,9.8,20.3
Jasper IL,9611,9.8,20.3
Calhoun IL,4802,9.8,20.3
Morgan IL,33976,9.8,20.3
Iroquois IL,27604,9.8,20.3
Whitley IN,34074,9.7,20.3
Mitchell NC,15000,9.6,20.3
Whitfield GA,104062,9.6,20.3
Hardin TX,57207,9.5,20.3
Gasconade MO,14705,9.5,20.3
Potter TX,119648,9.5,20.3
Gray TX,21895,9.4,20.3
Hettinger ND,2514,9.4,20.3
Waushara WI,24263,9.4,20.3
Lincoln CO,5610,9.4,20.3
Tyler TX,21696,9.4,20.3
Pulaski MO,52014,9.2,20.3
Cass MN,29519,8.9,20.3
Benton MN,40545,8.9,20.3
Bee TX,32587,8.6,20.3
St. Lawrence NY,108047,11.8,20.2
Somerset MD,25675,11,20.2
Mobile AL,413757,10.8,20.2
Bay MI,103923,10.7,20.2
Alcona MI,10362,10.5,20.2
McCracken KY,65346,10.5,20.2
Owyhee ID,11693,10.4,20.2
Limestone AL,96174,10.2,20.2
Garfield OK,60913,10.1,20.2
Panola TX,23148,10.1,20.2
Bleckley GA,12838,10.1,20.2
Luzerne PA,317646,10.1,20.2
Gates NC,11573,10,20.2
Loudon TN,53054,9.9,20.2
Carroll GA,118121,9.8,20.2
Greenwood SC,70741,9.8,20.2
Dickinson KS,18717,9.8,20.2
Fremont WY,39531,9.7,20.2
Silver Bow MT,34993,9.7,20.2
Wilbarger TX,12820,9.7,20.2
Wibaux MT,1034,9.7,20.2
Beltrami MN,46847,9.7,20.2
Dade GA,16226,9.7,20.2
Franklin VA,56195,9.6,20.2
Ashe NC,27109,9.6,20.2
Habersham GA,45388,9.6,20.2
Madison VA,13295,9.5,20.2
Bartholomew IN,82753,9.5,20.2
Licking OH,175769,9.5,20.2
Culberson TX,2204,9.4,20.2
Terry TX,12287,9.3,20.2
Ascension LA,124672,9,20.2
Dunn ND,4332,8.9,20.2
Williams ND,35350,8.6,20.2
Macon AL,18439,12.4,20.1
Manistee MI,24528,10.4,20.1
Sumter SC,106512,10.4,20.1
Monroe MI,150439,10.4,20.1
Coles IL,50885,10.3,20.1
Phillips MT,4074,10.2,20.1
Beaufort NC,47079,10.2,20.1
Scott KY,56031,10.2,20.1
Morgan AL,119089,10.2,20.1
Trinity TX,14740,10,20.1
Elk PA,30169,10,20.1
Winnebago IL,284081,10,20.1
Doniphan KS,7682,9.9,20.1
Anderson KS,7878,9.9,20.1
Osage KS,15941,9.8,20.1
Seward KS,21780,9.8,20.1
Amherst VA,31666,9.8,20.1
Macoupin IL,45313,9.8,20.1
Delta TX,5349,9.8,20.1
Stevens KS,5559,9.8,20.1
Madison NC,21763,9.7,20.1
Phelps MO,44732,9.7,20.1
Ketchikan Gateway AK,13918,9.7,20.1
Rusk TX,54450,9.6,20.1
Saluda SC,20544,9.6,20.1
Lee IL,34223,9.5,20.1
Effingham GA,62190,9.3,20.1
Montgomery IA,10003,9,20.1
Stark ND,30997,8.6,20.1
Broome NY,191659,11.7,20
Douglas OR,110283,11.6,20
Gila AZ,53889,11.3,20
Socorro NM,16735,10.7,20
Ohio WV,41755,10.7,20
Darlington SC,66802,10.5,20
Monongalia WV,106420,10.4,20
Clark ID,852,10.3,20
Rutherford TN,324890,10.2,20
Harmon OK,2664,10.2,20
Cuyahoga OH,1243857,10.1,20
Alamance NC,166436,10,20
Harrison TX,66726,10,20
Newberry SC,38520,10,20
Cherokee TX,52592,9.9,20
Kingfisher OK,15816,9.9,20
Cherokee NC,28383,9.8,20
Vernon WI,30785,9.7,20
Hopkins TX,36810,9.7,20
Wilson TN,140625,9.7,20
Camden MO,45815,9.6,20
Pender NC,62162,9.6,20
Christian MO,86983,9.6,20
Hancock MS,47334,9.5,20
Jefferson TX,255001,9.5,20
Campbell VA,54973,9.5,20
Hansford TX,5463,9.5,20
Lake OH,230514,9.2,20
Union IA,12359,9,20
Lee IA,34055,9,20
Childress TX,7291,8.8,20
Pasco FL,539630,8.7,20
Morrow OR,11372,11.2,19.9
Tioga NY,48560,11,19.9
Bamberg SC,14275,10.9,19.9
Orangeburg SC,86934,10.9,19.9
Luna NM,23963,10.4,19.9
Custer OK,29036,10.4,19.9
Milwaukee WI,948201,10.4,19.9
Franklin PA,154835,10.3,19.9
Essex VA,10919,10.3,19.9
Washington OK,51843,10.2,19.9
Lackawanna PA,210793,10.2,19.9
Barton KS,26111,10,19.9
Brown IN,15234,9.9,19.9
York PA,448273,9.9,19.9
Lincoln ID,5360,9.8,19.9
Jewell KS,2841,9.8,19.9
Eastland TX,18322,9.7,19.9
Orleans LA,391006,9.7,19.9
Geary KS,32594,9.7,19.9
Hunt TX,96493,9.6,19.9
Palo Pinto TX,28875,9.6,19.9
Cass MO,104954,9.5,19.9
Norton KS,5430,9.4,19.9
Crawford WI,16291,9.4,19.9
Saline AR,121421,9.2,19.9
Woodbury IA,102539,8.8,19.9
Redwood MN,15249,8.7,19.9
Chippewa MN,11924,8.6,19.9
Crow Wing MN,64889,8.5,19.9
Coos OR,64389,11.5,19.8
Jefferson NY,111755,11.3,19.8
Columbia OR,52377,11,19.8
Bibb GA,153095,10.8,19.8
Calloway KY,39135,10.7,19.8
Hamilton TN,364286,10.5,19.8
Antrim MI,23365,10.4,19.8
Erie PA,272061,10.3,19.8
Allen KS,12444,10.2,19.8
Lincoln MT,19794,10.1,19.8
Pope IL,4212,9.9,19.8
Moffat CO,13188,9.8,19.8
Leon TX,17270,9.7,19.8
Madison IL,264461,9.7,19.8
Pawnee KS,6562,9.7,19.8
Major OK,7644,9.7,19.8
Portage OH,162927,9.6,19.8
Camden NC,10710,9.6,19.8
Langlade WI,19268,9.6,19.8
Waupaca WI,51128,9.4,19.8
